"Date(UTC)","BurntFees"
"02/28/2022","6554.41965548154"
"03/01/2022","5374.64944335382"
"03/02/2022","4915.11185810149"
"03/03/2022","4429.67016975068"
"03/04/2022","4322.76797715093"
"03/05/2022","3179.07618004219"
"03/06/2022","4336.64392914585"
"03/07/2022","3556.50658727111"
"03/08/2022","3361.51921304999"
"03/09/2022","3402.67388355512"
"03/10/2022","2899.60631435723"
"03/11/2022","2682.2512261806"
"03/12/2022","2086.61049162862"
"03/13/2022","2432.97375154071"
"03/14/2022","2853.13777363342"
"03/15/2022","3296.42504570223"
"03/16/2022","3631.31588117569"
"03/17/2022","5581.94432205112"
"03/18/2022","4973.72427335791"
"03/19/2022","2698.51907615682"
"03/20/2022","2246.1780220557"
"03/21/2022","2926.79756652941"
"03/22/2022","3667.03441349066"
"03/23/2022","3432.21891763841"
"03/24/2022","4522.03076986482"
"03/25/2022","4229.72219906692"
"03/26/2022","2866.00915399907"
"03/27/2022","4006.77646830586"
"03/28/2022","7143.55256916371"
"03/29/2022","4154.44325366686"
"03/30/2022","4742.08813665721"
"03/31/2022","4675.49408293811"
"04/01/2022","5977.74584735867"
"04/02/2022","4846.62795565115"
"04/03/2022","4878.11234919663"
"04/04/2022","5760.7863767275"
"04/05/2022","10362.8372458102"
"04/06/2022","5342.6791541269"
"04/07/2022","5804.00034787267"
"04/08/2022","5093.27493469418"
"04/09/2022","3253.17602652314"
"04/10/2022","3185.74507503482"
"04/11/2022","4216.97387168062"
"04/12/2022","4288.69994979575"
"04/13/2022","4225.80804419281"
"04/14/2022","4420.30493023449"
"04/15/2022","3675.06726952744"
"04/16/2022","2722.95509255938"
"04/17/2022","2287.988167359"
"04/18/2022","3264.39869609539"
"04/19/2022","3704.03309605366"
"04/20/2022","6598.22689277148"
"04/21/2022","5562.74954586991"
"04/22/2022","4670.09408946037"
"04/23/2022","2980.18789580292"
"04/24/2022","2982.48152456843"
"04/25/2022","4852.15247309468"
"04/26/2022","4276.6179018551"
"04/27/2022","4515.33983465606"
"04/28/2022","4531.9130054202"
"04/29/2022","4524.4774235988"
"04/30/2022","4282.81177104409"
"05/01/2022","71718.3410146882"
"05/02/2022","6204.51974111119"
"05/03/2022","5656.65548738772"
"05/04/2022","4419.21427542271"
"05/05/2022","5133.76949457638"
"05/06/2022","3935.73652419793"
"05/07/2022","2894.19797747882"
"05/08/2022","2313.19105115491"
"05/09/2022","5360.37601467832"
"05/10/2022","5065.10780941718"
"05/11/2022","12368.4065945201"
"05/12/2022","18460.7694066953"
"05/13/2022","6894.9014383197"
"05/14/2022","3117.46700550452"
"05/15/2022","2103.8551130819"
"05/16/2022","2124.02662617793"
"05/17/2022","3064.6680743087"
"05/18/2022","2387.54557110292"
"05/19/2022","2226.90489118317"
"05/20/2022","2513.5489134388"
"05/21/2022","1756.19520467993"
"05/22/2022","1970.06577125466"
"05/23/2022","2248.94792310513"
"05/24/2022","2493.05976167601"
"05/25/2022","3031.82878086521"
"05/26/2022","4100.05946063652"
"05/27/2022","3686.57916554006"
"05/28/2022","1813.03091498411"
"05/29/2022","1835.46122736246"
"05/30/2022","2904.21864733567"
"05/31/2022","4319.60033318103"
"06/01/2022","4944.21466697075"
"06/02/2022","5524.54909323622"
"06/03/2022","5443.72750701218"
"06/04/2022","4742.62058820254"
"06/05/2022","4703.21220897367"
"06/06/2022","4374.56428747175"
"06/07/2022","4860.73616449412"
"06/08/2022","6104.34135281036"
"06/09/2022","5772.69736713061"
"06/10/2022","4678.81208444072"
"06/11/2022","3070.79307740839"
"06/12/2022","2799.40235358628"
"06/13/2022","7115.93245907193"
"06/14/2022","4806.12745526024"
"06/15/2022","5377.02718003913"
"06/16/2022","3360.13165835038"
"06/17/2022","3177.02513376259"
"06/18/2022","4012.6059479878"
"06/19/2022","2120.60127312368"
"06/20/2022","2190.30577862257"
"06/21/2022","2916.44809423695"
"06/22/2022","2621.07946018782"
"06/23/2022","3707.71567427562"
"06/24/2022","3108.25789980326"
"06/25/2022","2675.48146511043"
"06/26/2022","2763.30269245875"
"06/27/2022","3779.4961408798"
"06/28/2022","3371.87631539185"
"06/29/2022","4014.44119674954"
"06/30/2022","3935.99500278158"
"07/01/2022","2902.71486944046"
"07/02/2022","1412.05946837648"
"07/03/2022","1607.31204990191"
"07/04/2022","2076.29439257345"
"07/05/2022","2638.76315535816"
"07/06/2022","2775.59563032539"
"07/07/2022","3401.89288335198"
"07/08/2022","2455.72502983348"
"07/09/2022","1673.68797737442"
"07/10/2022","1629.73607807752"
"07/11/2022","2582.99259487794"
"07/12/2022","2137.57538403545"
"07/13/2022","2458.97713570009"
"07/14/2022","3171.53882092131"
"07/15/2022","2842.86622141007"
"07/16/2022","1913.04755056398"
"07/17/2022","1884.95612936728"
"07/18/2022","2779.83250224334"
"07/19/2022","2757.98656252873"
"07/20/2022","2680.43899550295"
"07/21/2022","1832.20557189523"
"07/22/2022","1376.52551022175"
"07/23/2022","1133.7472060341"
"07/24/2022","858.571792307973"
"07/25/2022","1686.95766831028"
"07/26/2022","2031.65232590109"
"07/27/2022","1747.74348234636"
"07/28/2022","2023.82712794113"
"07/29/2022","1356.11347993687"
"07/30/2022","731.030688009063"
"07/31/2022","691.894569095905"
"08/01/2022","1209.25046179518"
"08/02/2022","1194.62697454527"
"08/03/2022","1038.94890033633"
"08/04/2022","1174.89534546546"
"08/05/2022","1274.31138432878"
"08/06/2022","749.769703709034"
"08/07/2022","788.350494538039"
"08/08/2022","1513.99422699421"
"08/09/2022","1607.51592000806"
"08/10/2022","2397.17545025263"
"08/11/2022","2045.63830448141"
"08/12/2022","1535.40491278942"
"08/13/2022","884.631620843255"
"08/14/2022","952.319160180003"
"08/15/2022","1618.53025880418"
"08/16/2022","1062.06590168297"
"08/17/2022","1068.5911139713"
"08/18/2022","1090.4320276033"
"08/19/2022","1469.18362811805"
"08/20/2022","962.075161666934"
"08/21/2022","603.234286912283"
"08/22/2022","1191.60870742892"
"08/23/2022","1149.64947653747"
"08/24/2022","1030.58604546414"
"08/25/2022","1229.27421373121"
"08/26/2022","1157.06330379239"
"08/27/2022","709.936358726658"
"08/28/2022","702.992909994579"
"08/29/2022","1401.42385424282"
"08/30/2022","1653.98344423599"
"08/31/2022","1918.43317843949"
"09/01/2022","1785.81017247029"
"09/02/2022","1186.23675096293"
"09/03/2022","646.376067100014"
"09/04/2022","715.608470826858"
"09/05/2022","908.147203548533"
"09/06/2022","1363.98301425002"
"09/07/2022","1741.04642700805"
"09/08/2022","1893.09520461471"
"09/09/2022","1829.34633556123"
"09/10/2022","892.215529276586"
"09/11/2022","796.199191399608"
"09/12/2022","1414.55958207628"
"09/13/2022","1415.03334102396"
"09/14/2022","1078.04628216654"
"09/15/2022","1552.28606013419"
"09/16/2022","904.708855460632"
"09/17/2022","580.634913717277"
"09/18/2022","723.322900933267"
"09/19/2022","928.227547250133"
"09/20/2022","1107.02958099"
"09/21/2022","1133.82666174208"
"09/22/2022","950.743387701631"
"09/23/2022","818.87067878177"
"09/24/2022","525.118007470038"
"09/25/2022","682.035490207713"
"09/26/2022","1128.42348539657"
"09/27/2022","1784.1958726441"
"09/28/2022","1468.0286863929"
"09/29/2022","1392.41952469593"
"09/30/2022","1527.060723763"
"10/01/2022","825.759312966826"
"10/02/2022","498.156036571549"
"10/03/2022","1470.78004446098"
"10/04/2022","1422.52235275144"
"10/05/2022","1478.74073083252"
"10/06/2022","1192.03823784215"
"10/07/2022","910.729342543551"
"10/08/2022","1936.05690741897"
"10/09/2022","2985.25059081459"
"10/10/2022","3580.33587986127"
"10/11/2022","2745.9587194817"
"10/12/2022","1950.83815927331"
"10/13/2022","2253.13153030608"
"10/14/2022","1780.51680532332"
"10/15/2022","1682.25733791196"
"10/16/2022","1422.28364067071"
"10/17/2022","2154.12528984741"
"10/18/2022","2431.4171289854"
"10/19/2022","2651.34118609163"
"10/20/2022","3220.10980080419"
"10/21/2022","3103.73493772665"
"10/22/2022","1847.62336657363"
"10/23/2022","1362.63739663187"
"10/24/2022","1928.29340996724"
"10/25/2022","2096.87286949321"
"10/26/2022","1873.41242447678"
"10/27/2022","1569.61789751752"
"10/28/2022","1644.5306298641"
"10/29/2022","1258.54025263345"
"10/30/2022","849.507293103248"
"10/31/2022","1987.55287875736"
"11/01/2022","1368.60585353782"
"11/02/2022","1580.43730192318"
"11/03/2022","1956.75790235836"
"11/04/2022","1830.26068819435"
"11/05/2022","1248.81662453202"
"11/06/2022","1189.09428642299"
"11/07/2022","1802.18838166653"
"11/08/2022","4623.05852379159"
"11/09/2022","5242.39574763453"
"11/10/2022","3638.07930487397"
"11/11/2022","2293.06907278123"
"11/12/2022","1487.80034074979"
"11/13/2022","1490.29652113729"
"11/14/2022","1868.01823368209"
"11/15/2022","1933.57593375955"
"11/16/2022","1709.31322947758"
"11/17/2022","1604.8262307563"
"11/18/2022","1408.9334111536"
"11/19/2022","1238.31820566005"
"11/20/2022","1220.15551901069"
"11/21/2022","1299.32536524671"
"11/22/2022","1504.07175203826"
"11/23/2022","1344.91397033662"
"11/24/2022","1217.45024052771"
"11/25/2022","1107.95199506953"
"11/26/2022","1056.73735060351"
"11/27/2022","1033.03837518468"
"11/28/2022","1422.06503600836"
"11/29/2022","1163.0187228195"
"11/30/2022","1272.01514588339"
"12/01/2022","1305.33889818379"
"12/02/2022","1265.42686492604"
"12/03/2022","1202.20263116804"
"12/04/2022","1185.0460400275"
"12/05/2022","1414.29660239639"
"12/06/2022","1548.35235483697"
"12/07/2022","1603.38237285246"
"12/08/2022","1582.77844820879"
"12/09/2022","3268.51769486613"
"12/10/2022","1597.11399888722"
"12/11/2022","1606.54770238181"
"12/12/2022","1729.79093733237"
"12/13/2022","1887.42300278468"
"12/14/2022","1642.080142781"
"12/15/2022","1826.82100727068"
"12/16/2022","1896.0713846033"
"12/17/2022","1435.80658032836"
"12/18/2022","1445.18984194777"
"12/19/2022","1504.40772727746"
"12/20/2022","1646.60025204558"
"12/21/2022","1576.42308931691"
"12/22/2022","1512.55525356537"
"12/23/2022","1423.4547022228"
"12/24/2022","1193.55197315982"
"12/25/2022","1126.84118076379"
"12/26/2022","1207.45703352369"
"12/27/2022","1565.8121578552"
"12/28/2022","1685.92274673168"
"12/29/2022","1734.40124623832"
"12/30/2022","1810.2231128652"
"12/31/2022","1687.08856484565"
"01/01/2023","1510.06813723298"
"01/02/2023","1681.77039248743"
"01/03/2023","1910.9035871983"
"01/04/2023","2075.42840202831"
"01/05/2023","2191.21045364436"
"01/06/2023","2122.58688865489"
"01/07/2023","1618.71945029211"
"01/08/2023","1913.69766887611"
"01/09/2023","2373.83017220883"
"01/10/2023","2217.39804156017"
"01/11/2023","2243.59167109034"
"01/12/2023","2228.76267631306"
"01/13/2023","2592.71250692059"
"01/14/2023","2448.00009428541"
"01/15/2023","1991.93752222917"
"01/16/2023","2298.64980117776"
"01/17/2023","2373.33692449727"
"01/18/2023","2724.40403530339"
"01/19/2023","2166.69275324564"
"01/20/2023","2180.86939491775"
"01/21/2023","1778.75038785056"
"01/22/2023","1606.64294965843"
"01/23/2023","1928.35555174971"
"01/24/2023","2323.13391239988"
"01/25/2023","2126.60178263618"
"01/26/2023","2154.47185052048"
"01/27/2023","2168.09170268883"
"01/28/2023","1612.10058697161"
"01/29/2023","2006.31377851067"
"01/30/2023","1910.26843204874"
"01/31/2023","2579.79366568526"
"02/01/2023","2707.66406109777"
"02/02/2023","2895.71583762108"
"02/03/2023","3017.87699641725"
"02/04/2023","2384.60218577484"
"02/05/2023","2108.36408122327"
"02/06/2023","2534.03833703196"
"02/07/2023","3302.50040348438"
"02/08/2023","3522.86056846051"
"02/09/2023","3715.39843140208"
"02/10/2023","2658.84449267705"
"02/11/2023","1886.20360499694"
"02/12/2023","1801.42528415201"
"02/13/2023","2558.87349568716"
"02/14/2023","5582.1599126562"
"02/15/2023","3995.23669839719"
"02/16/2023","4119.84716187689"
"02/17/2023","3689.50866861114"
"02/18/2023","2800.17634153015"
"02/19/2023","2570.91763245607"
"02/20/2023","3243.61384871603"
"02/21/2023","3375.94424149512"
"02/22/2023","3735.26083836344"
"02/23/2023","3972.05343741989"
"02/24/2023","3229.32981702079"
"02/25/2023","2253.94117174598"
"02/26/2023","2199.69318208373"
"02/27/2023","2450.3288779911"
"02/28/2023","2572.57569774784"
"03/01/2023","3266.80906568198"
"03/02/2023","2899.79595761757"
"03/03/2023","3110.62946922141"
"03/04/2023","2449.52099499024"
"03/05/2023","2710.53277318868"
"03/06/2023","3563.55439858666"
"03/07/2023","3369.67430189007"
"03/08/2023","3454.45748222264"
"03/09/2023","3779.41998783549"
"03/10/2023","3265.53931884833"
"03/11/2023","9370.17777056591"
"03/12/2023","2489.7307505098"
"03/13/2023","3264.23479960443"
"03/14/2023","3200.5516295005"
"03/15/2023","2876.88353281984"
"03/16/2023","2543.785485985"
"03/17/2023","2605.24542573339"
"03/18/2023","1881.26998352168"
"03/19/2023","1883.30914137947"
"03/20/2023","2179.50813430237"
"03/21/2023","1979.4297800515"
"03/22/2023","2098.01276768346"
"03/23/2023","2387.12094891217"
"03/24/2023","2441.31973156557"
"03/25/2023","1859.93283800884"
"03/26/2023","1859.24599038904"
"03/27/2023","2910.68951558154"
"03/28/2023","2853.89073429943"
"03/29/2023","3200.14802818546"
"03/30/2023","3421.92969784709"
"03/31/2023","2880.82129602824"
"04/01/2023","2266.74659363701"
"04/02/2023","2140.67143929104"
"04/03/2023","3014.57219465553"
"04/04/2023","3136.44530810365"
"04/05/2023","3668.55933430766"
"04/06/2023","3058.20903598906"
"04/07/2023","2550.31868013266"
"04/08/2023","2232.94993670672"
"04/09/2023","2190.5110798564"
"04/10/2023","2562.97143904606"
"04/11/2023","2844.65059581309"
"04/12/2023","2448.83569562965"
"04/13/2023","3104.45455990536"
"04/14/2023","3101.96324950597"
"04/15/2023","2555.70822862537"
"04/16/2023","2772.38121874642"
"04/17/2023","3502.1930362537"
"04/18/2023","5289.87303431805"
"04/19/2023","7450.28647557947"
"04/20/2023","6854.71635131567"
"04/21/2023","4165.41176788411"
"04/22/2023","3930.35444426262"
"04/23/2023","4342.41291205688"
"04/24/2023","4617.85425662395"
"04/25/2023","4022.01649602044"
"04/26/2023","4231.653152494"
"04/27/2023","3856.3104725027"
"04/28/2023","3959.7698692509"
"04/29/2023","3735.70589533179"
"04/30/2023","4531.23634496853"
"05/01/2023","7032.00935734634"
"05/02/2023","8720.84541284327"
"05/03/2023","7900.36628191211"
"05/04/2023","8060.46999667728"
"05/05/2023","14597.0083809311"
"05/06/2023","14269.9920293404"
"05/07/2023","11547.6504237395"
"05/08/2023","11366.7775401032"
"05/09/2023","9601.02146465041"
"05/10/2023","9897.71757527295"
"05/11/2023","10253.4621412024"
"05/12/2023","6805.99494283701"
"05/13/2023","4429.262852157"
"05/14/2023","4277.599702056"
"05/15/2023","6051.00360702058"
"05/16/2023","5937.68820861663"
"05/17/2023","5522.53266693846"
"05/18/2023","5557.60112880183"
"05/19/2023","4805.58318961373"
"05/20/2023","3567.18016660873"
"05/21/2023","3603.3186438553"
"05/22/2023","4880.44512598834"
"05/23/2023","5562.22796062033"
"05/24/2023","4580.69153146163"
"05/25/2023","3881.0122205441"
"05/26/2023","3306.75530553224"
"05/27/2023","2687.10428568841"
"05/28/2023","3048.39724942788"
"05/29/2023","3844.33130156239"
"05/30/2023","4873.82704392444"
"05/31/2023","4105.9078407022"
"06/01/2023","4183.78648695224"
"06/02/2023","3432.64121918348"
"06/03/2023","2549.78004808711"
"06/04/2023","2334.75547327618"
"06/05/2023","3726.20122273599"
"06/06/2023","2868.20054575614"
"06/07/2023","2510.22199765995"
"06/08/2023","2520.18421602626"
"06/09/2023","2219.30459982812"
"06/10/2023","2520.45843805959"
"06/11/2023","1827.59770433813"
"06/12/2023","1854.27342296483"
"06/13/2023","1793.89000845489"
"06/14/2023","2361.88917895645"
"06/15/2023","2053.89289381576"
"06/16/2023","2108.04424637317"
"06/17/2023","1845.47517237893"
"06/18/2023","1613.49137725938"
"06/19/2023","1968.0560060852"
"06/20/2023","1977.14773637028"
"06/21/2023","2222.79628901238"
"06/22/2023","1776.4303915988"
"06/23/2023","1969.39687752259"
"06/24/2023","1559.07297813534"
"06/25/2023","1378.21563427502"
"06/26/2023","1493.41111044565"
"06/27/2023","1893.13061020369"
"06/28/2023","2042.27575415296"
"06/29/2023","3394.45664892635"
"06/30/2023","3082.42123201826"
"07/01/2023","1808.21995956707"
"07/02/2023","1544.38100445471"
"07/03/2023","2152.58640911357"
"07/04/2023","3060.3433572004"
"07/05/2023","5249.26484565293"
"07/06/2023","4191.79131068056"
"07/07/2023","3312.15458889047"
"07/08/2023","2003.65791442051"
"07/09/2023","1809.9681198498"
"07/10/2023","2255.11503546903"
"07/11/2023","2289.41228481804"
"07/12/2023","2856.41884329409"
"07/13/2023","3397.81544756074"
"07/14/2023","2551.22134460035"
"07/15/2023","1467.48880371049"
"07/16/2023","1653.59496419991"
"07/17/2023","2274.39009397288"
"07/18/2023","3151.80891483282"
"07/19/2023","2663.05679080535"
"07/20/2023","2780.72267236741"
"07/21/2023","2995.18844072073"
"07/22/2023","1967.45617817147"
"07/23/2023","2082.03360844231"
"07/24/2023","3358.05220305823"
"07/25/2023","3105.26061703982"
"07/26/2023","2787.7130650172"
"07/27/2023","3258.98144401544"
"07/28/2023","3921.71489335476"
"07/29/2023","2276.23261085313"
"07/30/2023","2089.05362049207"
"07/31/2023","2530.75642573199"
"08/01/2023","2436.66614910043"
"08/02/2023","2543.67454063004"
"08/03/2023","2384.15961088606"
"08/04/2023","2064.87460686521"
"08/05/2023","1717.37834381507"
"08/06/2023","1544.76068559166"
"08/07/2023","2482.2815496826"
"08/08/2023","2560.05300297008"
"08/09/2023","2346.36677443528"
"08/10/2023","2378.55870499455"
"08/11/2023","1998.54995073988"
"08/12/2023","1522.88495833516"
"08/13/2023","1512.62210516312"
"08/14/2023","2246.94344868179"
"08/15/2023","2745.31657143133"
"08/16/2023","3210.52877334453"
"08/17/2023","4098.15308709462"
"08/18/2023","2660.56211131075"
"08/19/2023","1551.88498049725"
"08/20/2023","1599.0297320725"
"08/21/2023","2427.63078470481"
"08/22/2023","3354.49086363455"
"08/23/2023","2417.25104122433"
"08/24/2023","2141.70978193927"
"08/25/2023","2408.01112680404"
"08/26/2023","1385.90984195285"
"08/27/2023","1360.58952497089"
"08/28/2023","2808.59147816053"
"08/29/2023","3398.10217960005"
"08/30/2023","2453.72607101409"
"08/31/2023","2355.78410700065"
"09/01/2023","1911.65607637464"
"09/02/2023","1292.4064318575"
"09/03/2023","1284.57072693242"
"09/04/2023","1700.33613678088"
"09/05/2023","1857.1269500637"
"09/06/2023","2051.64008323984"
"09/07/2023","2005.59818615293"
"09/08/2023","1692.23037768171"
"09/09/2023","1119.89904292039"
"09/10/2023","1027.48342965868"
"09/11/2023","2265.36504457317"
"09/12/2023","1642.19160800229"
"09/13/2023","1993.06277602915"
"09/14/2023","1950.00833132209"
"09/15/2023","1767.54129043062"
"09/16/2023","1100.18282054818"
"09/17/2023","960.230671068134"
"09/18/2023","1692.91125130873"
"09/19/2023","1347.27643901701"
"09/20/2023","1569.18609044582"
"09/21/2023","2022.72317199481"
"09/22/2023","1020.22350218036"
"09/23/2023","852.956421677535"
"09/24/2023","809.377531973746"
"09/25/2023","1347.30403654406"
"09/26/2023","1569.1641667085"
"09/27/2023","1281.36869195574"
"09/28/2023","1224.57927839654"
"09/29/2023","1030.27891606399"
"09/30/2023","878.422712147427"
"10/01/2023","839.427027522102"
"10/02/2023","1722.07566457509"
"10/03/2023","1220.49594344471"
"10/04/2023","1011.1643280736"
"10/05/2023","942.71773028845"
"10/06/2023","858.010376174294"
"10/07/2023","655.94119412771"
"10/08/2023","673.133963579166"
"10/09/2023","876.360800813338"
"10/10/2023","808.95251730822"
"10/11/2023","848.695045244954"
"10/12/2023","899.90092452928"
"10/13/2023","874.288351085505"
"10/14/2023","587.280895946571"
"10/15/2023","628.253844794389"
"10/16/2023","1217.21634061855"
"10/17/2023","958.036203850704"
"10/18/2023","1039.9643919221"
"10/19/2023","1012.2908964652"
"10/20/2023","1434.21340396504"
"10/21/2023","914.040738051493"
"10/22/2023","900.964564246255"
"10/23/2023","2255.65210591886"
"10/24/2023","2871.98340184387"
"10/25/2023","2678.33051283631"
"10/26/2023","2645.01957336286"
"10/27/2023","2007.9527532039"
"10/28/2023","1483.50889289125"
"10/29/2023","1511.68563504516"
"10/30/2023","2358.23783455378"
"10/31/2023","2612.08294465371"
"11/01/2023","2810.62273023788"
"11/02/2023","2782.07614915537"
"11/03/2023","2376.94158321806"
"11/04/2023","1760.77720259529"
"11/05/2023","2054.10950329586"
"11/06/2023","3233.85572245817"
"11/07/2023","2991.64723033839"
"11/08/2023","3439.76868560641"
